Comunidades  autónomas;Gastos y duración media de los viajes;Tipo de dato;Periodo;Total
13 Madrid, Comunidad de;Gasto medio diario por persona;Tasa de variación anual;2016M10;-7,53
13 Madrid, Comunidad de;Gasto medio diario por persona;Tasa de variación anual;2016M09;2,57
13 Madrid, Comunidad de;Gasto medio diario por persona;Tasa de variación anual;2016M08;-13,70
13 Madrid, Comunidad de;Gasto medio diario por persona;Tasa de variación anual;2016M07;-15,45
13 Madrid, Comunidad de;Gasto medio diario por persona;Tasa de variación anual;2016M06;3,19
13 Madrid, Comunidad de;Gasto medio diario por persona;Tasa de variación anual;2016M05;31,81
13 Madrid, Comunidad de;Gasto medio diario por persona;Tasa de variación anual;2016M04;17,66
13 Madrid, Comunidad de;Gasto medio diario por persona;Tasa de variación anual;2016M03;18,92
13 Madrid, Comunidad de;Gasto medio diario por persona;Tasa de variación anual;2016M02;31,13
13 Madrid, Comunidad de;Gasto medio diario por persona;Tasa de variación anual;2016M01;7,68
13 Madrid, Comunidad de;Gasto medio diario por persona;Tasa de variación anual;2015M12;36,19
13 Madrid, Comunidad de;Gasto medio diario por persona;Tasa de variación anual;2015M11;4,08
13 Madrid, Comunidad de;Gasto medio diario por persona;Tasa de variación anual;2015M10;13,15
13 Madrid, Comunidad de;Gasto medio diario por persona;Acumulado en lo que va de año;2020M12;234
13 Madrid, Comunidad de;Gasto medio diario por persona;Acumulado en lo que va de año;2020M11;236
13 Madrid, Comunidad de;Gasto medio diario por persona;Acumulado en lo que va de año;2020M10;238
13 Madrid, Comunidad de;Gasto medio diario por persona;Acumulado en lo que va de año;2020M09;237
13 Madrid, Comunidad de;Gasto medio diario por persona;Acumulado en lo que va de año;2020M08;238
13 Madrid, Comunidad de;Gasto medio diario por persona;Acumulado en lo que va de año;2020M07;237
13 Madrid, Comunidad de;Gasto medio diario por persona;Acumulado en lo que va de año;2020M06;238
13 Madrid, Comunidad de;Gasto medio diario por persona;Acumulado en lo que va de año;2020M05;239
13 Madrid, Comunidad de;Gasto medio diario por persona;Acumulado en lo que va de año;2020M04;239
13 Madrid, Comunidad de;Gasto medio diario por persona;Acumulado en lo que va de año;2020M03;239
13 Madrid, Comunidad de;Gasto medio diario por persona;Acumulado en lo que va de año;2020M02;230
13 Madrid, Comunidad de;Gasto medio diario por persona;Acumulado en lo que va de año;2020M01;216
13 Madrid, Comunidad de;Gasto medio diario por persona;Acumulado en lo que va de año;2019M12;271
13 Madrid, Comunidad de;Gasto medio diario por persona;Acumulado en lo que va de año;2019M11;270
13 Madrid, Comunidad de;Gasto medio diario por persona;Acumulado en lo que va de año;2019M10;271
13 Madrid, Comunidad de;Gasto medio diario por persona;Acumulado en lo que va de año;2019M09;267
13 Madrid, Comunidad de;Gasto medio diario por persona;Acumulado en lo que va de año;2019M08;267
13 Madrid, Comunidad de;Gasto medio diario por persona;Acumulado en lo que va de año;2019M07;266
13 Madrid, Comunidad de;Gasto medio diario por persona;Acumulado en lo que va de año;2019M06;265
13 Madrid, Comunidad de;Gasto medio diario por persona;Acumulado en lo que va de año;2019M05;255
13 Madrid, Comunidad de;Gasto medio diario por persona;Acumulado en lo que va de año;2019M04;251
13 Madrid, Comunidad de;Gasto medio diario por persona;Acumulado en lo que va de año;2019M03;236
13 Madrid, Comunidad de;Gasto medio diario por persona;Acumulado en lo que va de año;2019M02;212
13 Madrid, Comunidad de;Gasto medio diario por persona;Acumulado en lo que va de año;2019M01;196
13 Madrid, Comunidad de;Gasto medio diario por persona;Acumulado en lo que va de año;2018M12;243
13 Madrid, Comunidad de;Gasto medio diario por persona;Acumulado en lo que va de año;2018M11;243
13 Madrid, Comunidad de;Gasto medio diario por persona;Acumulado en lo que va de año;2018M10;243
13 Madrid, Comunidad de;Gasto medio diario por persona;Acumulado en lo que va de año;2018M09;239
13 Madrid, Comunidad de;Gasto medio diario por persona;Acumulado en lo que va de año;2018M08;236
13 Madrid, Comunidad de;Gasto medio diario por persona;Acumulado en lo que va de año;2018M07;238
13 Madrid, Comunidad de;Gasto medio diario por persona;Acumulado en lo que va de año;2018M06;236
13 Madrid, Comunidad de;Gasto medio diario por persona;Acumulado en lo que va de año;2018M05;234
13 Madrid, Comunidad de;Gasto medio diario por persona;Acumulado en lo que va de año;2018M04;233
13 Madrid, Comunidad de;Gasto medio diario por persona;Acumulado en lo que va de año;2018M03;222
13 Madrid, Comunidad de;Gasto medio diario por persona;Acumulado en lo que va de año;2018M02;206
13 Madrid, Comunidad de;Gasto medio diario por persona;Acumulado en lo que va de año;2018M01;182
13 Madrid, Comunidad de;Gasto medio diario por persona;Acumulado en lo que va de año;2017M12;219
13 Madrid, Comunidad de;Gasto medio diario por persona;Acumulado en lo que va de año;2017M11;220
13 Madrid, Comunidad de;Gasto medio diario por persona;Acumulado en lo que va de año;2017M10;220
13 Madrid, Comunidad de;Gasto medio diario por persona;Acumulado en lo que va de año;2017M09;217
13 Madrid, Comunidad de;Gasto medio diario por persona;Acumulado en lo que va de año;2017M08;216
13 Madrid, Comunidad de;Gasto medio diario por persona;Acumulado en lo que va de año;2017M07;219
13 Madrid, Comunidad de;Gasto medio diario por persona;Acumulado en lo que va de año;2017M06;221
13 Madrid, Comunidad de;Gasto medio diario por persona;Acumulado en lo que va de año;2017M05;224
13 Madrid, Comunidad de;Gasto medio diario por persona;Acumulado en lo que va de año;2017M04;223
13 Madrid, Comunidad de;Gasto medio diario por persona;Acumulado en lo que va de año;2017M03;223
13 Madrid, Comunidad de;Gasto medio diario por persona;Acumulado en lo que va de año;2017M02;216
13 Madrid, Comunidad de;Gasto medio diario por persona;Acumulado en lo que va de año;2017M01;203
13 Madrid, Comunidad de;Gasto medio diario por persona;Acumulado en lo que va de año;2016M12;207
13 Madrid, Comunidad de;Gasto medio diario por persona;Acumulado en lo que va de año;2016M11;207
13 Madrid, Comunidad de;Gasto medio diario por persona;Acumulado en lo que va de año;2016M10;207
13 Madrid, Comunidad de;Gasto medio diario por persona;Acumulado en lo que va de año;2016M09;205
13 Madrid, Comunidad de;Gasto medio diario por persona;Acumulado en lo que va de año;2016M08;203
13 Madrid, Comunidad de;Gasto medio diario por persona;Acumulado en lo que va de año;2016M07;206
13 Madrid, Comunidad de;Gasto medio diario por persona;Acumulado en lo que va de año;2016M06;212
13 Madrid, Comunidad de;Gasto medio diario por persona;Acumulado en lo que va de año;2016M05;213
13 Madrid, Comunidad de;Gasto medio diario por persona;Acumulado en lo que va de año;2016M04;205
13 Madrid, Comunidad de;Gasto medio diario por persona;Acumulado en lo que va de año;2016M03;202
13 Madrid, Comunidad de;Gasto medio diario por persona;Acumulado en lo que va de año;2016M02;192
13 Madrid, Comunidad de;Gasto medio diario por persona;Acumulado en lo que va de año;2016M01;167
13 Madrid, Comunidad de;Gasto medio diario por persona;Acumulado en lo que va de año;2015M12;""
13 Madrid, Comunidad de;Gasto medio diario por persona;Acumulado en lo que va de año;2015M11;""
13 Madrid, Comunidad de;Gasto medio diario por persona;Acumulado en lo que va de año;2015M10;229
13 Madrid, Comunidad de;Gasto medio diario por persona;Tasa de variación acumulada;2020M12;-13,74
13 Madrid, Comunidad de;Gasto medio diario por persona;Tasa de variación acumulada;2020M11;-12,72
13 Madrid, Comunidad de;Gasto medio diario por persona;Tasa de variación acumulada;2020M10;-12,35
13 Madrid, Comunidad de;Gasto medio diario por persona;Tasa de variación acumulada;2020M09;-11,50
13 Madrid, Comunidad de;Gasto medio diario por persona;Tasa de variación acumulada;2020M08;-11,02
13 Madrid, Comunidad de;Gasto medio diario por persona;Tasa de variación acumulada;2020M07;-10,75
13 Madrid, Comunidad de;Gasto medio diario por persona;Tasa de variación acumulada;2020M06;-10,24
13 Madrid, Comunidad de;Gasto medio diario por persona;Tasa de variación acumulada;2020M05;-6,36
13 Madrid, Comunidad de;Gasto medio diario por persona;Tasa de variación acumulada;2020M04;-4,92
13 Madrid, Comunidad de;Gasto medio diario por persona;Tasa de variación acumulada;2020M03;1,21
13 Madrid, Comunidad de;Gasto medio diario por persona;Tasa de variación acumulada;2020M02;8,58
13 Madrid, Comunidad de;Gasto medio diario por persona;Tasa de variación acumulada;2020M01;9,76
13 Madrid, Comunidad de;Gasto medio diario por persona;Tasa de variación acumulada;2019M12;11,34
13 Madrid, Comunidad de;Gasto medio diario por persona;Tasa de variación acumulada;2019M11;11,29
13 Madrid, Comunidad de;Gasto medio diario por persona;Tasa de variación acumulada;2019M10;11,59
13 Madrid, Comunidad de;Gasto medio diario por persona;Tasa de variación acumulada;2019M09;11,87
13 Madrid, Comunidad de;Gasto medio diario por persona;Tasa de variación acumulada;2019M08;13,15
13 Madrid, Comunidad de;Gasto medio diario por persona;Tasa de variación acumulada;2019M07;11,92
13 Madrid, Comunidad de;Gasto medio diario por persona;Tasa de variación acumulada;2019M06;12,28
13 Madrid, Comunidad de;Gasto medio diario por persona;Tasa de variación acumulada;2019M05;8,74
13 Madrid, Comunidad de;Gasto medio diario por persona;Tasa de variación acumulada;2019M04;7,69
13 Madrid, Comunidad de;Gasto medio diario por persona;Tasa de variación acumulada;2019M03;6,11
13 Madrid, Comunidad de;Gasto medio diario por persona;Tasa de variación acumulada;2019M02;2,86
13 Madrid, Comunidad de;Gasto medio diario por persona;Tasa de variación acumulada;2019M01;8,19
13 Madrid, Comunidad de;Gasto medio diario por persona;Tasa de variación acumulada;2018M12;10,79
13 Madrid, Comunidad de;Gasto medio diario por persona;Tasa de variación acumulada;2018M11;10,56
13 Madrid, Comunidad de;Gasto medio diario por persona;Tasa de variación acumulada;2018M10;10,51
13 Madrid, Comunidad de;Gasto medio diario por persona;Tasa de variación acumulada;2018M09;10,15
13 Madrid, Comunidad de;Gasto medio diario por persona;Tasa de variación acumulada;2018M08;9,48
13 Madrid, Comunidad de;Gasto medio diario por persona;Tasa de variación acumulada;2018M07;8,42
13 Madrid, Comunidad de;Gasto medio diario por persona;Tasa de variación acumulada;2018M06;6,74
13 Madrid, Comunidad de;Gasto medio diario por persona;Tasa de variación acumulada;2018M05;4,43
13 Madrid, Comunidad de;Gasto medio diario por persona;Tasa de variación acumulada;2018M04;4,30
13 Madrid, Comunidad de;Gasto medio diario por persona;Tasa de variación acumulada;2018M03;-0,30
13 Madrid, Comunidad de;Gasto medio diario por persona;Tasa de variación acumulada;2018M02;-4,54
13 Madrid, Comunidad de;Gasto medio diario por persona;Tasa de variación acumulada;2018M01;-10,45
13 Madrid, Comunidad de;Gasto medio diario por persona;Tasa de variación acumulada;2017M12;5,78
13 Madrid, Comunidad de;Gasto medio diario por persona;Tasa de variación acumulada;2017M11;6,16
13 Madrid, Comunidad de;Gasto medio diario por persona;Tasa de variación acumulada;2017M10;6,32
13 Madrid, Comunidad de;Gasto medio diario por persona;Tasa de variación acumulada;2017M09;5,93
13 Madrid, Comunidad de;Gasto medio diario por persona;Tasa de variación acumulada;2017M08;6,36
13 Madrid, Comunidad de;Gasto medio diario por persona;Tasa de variación acumulada;2017M07;6,17
13 Madrid, Comunidad de;Gasto medio diario por persona;Tasa de variación acumulada;2017M06;4,33
13 Madrid, Comunidad de;Gasto medio diario por persona;Tasa de variación acumulada;2017M05;5,38
13 Madrid, Comunidad de;Gasto medio diario por persona;Tasa de variación acumulada;2017M04;8,70
13 Madrid, Comunidad de;Gasto medio diario por persona;Tasa de variación acumulada;2017M03;10,31
13 Madrid, Comunidad de;Gasto medio diario por persona;Tasa de variación acumulada;2017M02;12,62
13 Madrid, Comunidad de;Gasto medio diario por persona;Tasa de variación acumulada;2017M01;21,30
13 Madrid, Comunidad de;Gasto medio diario por persona;Tasa de variación acumulada;2016M12;5,02
13 Madrid, Comunidad de;Gasto medio diario por persona;Tasa de variación acumulada;2016M11;5,39
13 Madrid, Comunidad de;Gasto medio diario por persona;Tasa de variación acumulada;2016M10;5,97
13 Madrid, Comunidad de;Gasto medio diario por persona;Tasa de variación acumulada;2016M09;7,74
13 Madrid, Comunidad de;Gasto medio diario por persona;Tasa de variación acumulada;2016M08;8,18
13 Madrid, Comunidad de;Gasto medio diario por persona;Tasa de variación acumulada;2016M07;11,71
13 Madrid, Comunidad de;Gasto medio diario por persona;Tasa de variación acumulada;2016M06;18,11
13 Madrid, Comunidad de;Gasto medio diario por persona;Tasa de variación acumulada;2016M05;21,30
13 Madrid, Comunidad de;Gasto medio diario por persona;Tasa de variación acumulada;2016M04;18,01
13 Madrid, Comunidad de;Gasto medio diario por persona;Tasa de variación acumulada;2016M03;18,14
13 Madrid, Comunidad de;Gasto medio diario por persona;Tasa de variación acumulada;2016M02;17,53
13 Madrid, Comunidad de;Gasto medio diario por persona;Tasa de variación acumulada;2016M01;7,68
13 Madrid, Comunidad de;Gasto medio diario por persona;Tasa de variación acumulada;2015M12;""
13 Madrid, Comunidad de;Gasto medio diario por persona;Tasa de variación acumulada;2015M11;""
13 Madrid, Comunidad de;Gasto medio diario por persona;Tasa de variación acumulada;2015M10;8,25
13 Madrid, Comunidad de;Duración media de los viajes;Dato base;2020M12;8,08
13 Madrid, Comunidad de;Duración media de los viajes;Dato base;2020M11;6,14
13 Madrid, Comunidad de;Duración media de los viajes;Dato base;2020M10;5,71
13 Madrid, Comunidad de;Duración media de los viajes;Dato base;2020M09;6,45
13 Madrid, Comunidad de;Duración media de los viajes;Dato base;2020M08;5,46
13 Madrid, Comunidad de;Duración media de los viajes;Dato base;2020M07;6,51
13 Madrid, Comunidad de;Duración media de los viajes;Dato base;2020M06;4,12
13 Madrid, Comunidad de;Duración media de los viajes;Dato base;2020M05;0,00
13 Madrid, Comunidad de;Duración media de los viajes;Dato base;2020M04;0,00
13 Madrid, Comunidad de;Duración media de los viajes;Dato base;2020M03;4,46
13 Madrid, Comunidad de;Duración media de los viajes;Dato base;2020M02;4,98
13 Madrid, Comunidad de;Duración media de los viajes;Dato base;2020M01;6,63
13 Madrid, Comunidad de;Duración media de los viajes;Dato base;2019M12;5,50
13 Madrid, Comunidad de;Duración media de los viajes;Dato base;2019M11;4,89
13 Madrid, Comunidad de;Duración media de los viajes;Dato base;2019M10;4,47
13 Madrid, Comunidad de;Duración media de los viajes;Dato base;2019M09;5,24
13 Madrid, Comunidad de;Duración media de los viajes;Dato base;2019M08;5,03
13 Madrid, Comunidad de;Duración media de los viajes;Dato base;2019M07;5,68
13 Madrid, Comunidad de;Duración media de los viajes;Dato base;2019M06;4,93
13 Madrid, Comunidad de;Duración media de los viajes;Dato base;2019M05;4,87
13 Madrid, Comunidad de;Duración media de los viajes;Dato base;2019M04;4,30
13 Madrid, Comunidad de;Duración media de los viajes;Dato base;2019M03;4,15
13 Madrid, Comunidad de;Duración media de los viajes;Dato base;2019M02;5,37
13 Madrid, Comunidad de;Duración media de los viajes;Dato base;2019M01;6,70
13 Madrid, Comunidad de;Duración media de los viajes;Dato base;2018M12;5,57
13 Madrid, Comunidad de;Duración media de los viajes;Dato base;2018M11;4,94
13 Madrid, Comunidad de;Duración media de los viajes;Dato base;2018M10;5,04
13 Madrid, Comunidad de;Duración media de los viajes;Dato base;2018M09;4,83
13 Madrid, Comunidad de;Duración media de los viajes;Dato base;2018M08;6,29
13 Madrid, Comunidad de;Duración media de los viajes;Dato base;2018M07;5,86
13 Madrid, Comunidad de;Duración media de los viajes;Dato base;2018M06;6,44
13 Madrid, Comunidad de;Duración media de los viajes;Dato base;2018M05;5,06
13 Madrid, Comunidad de;Duración media de los viajes;Dato base;2018M04;4,65
13 Madrid, Comunidad de;Duración media de los viajes;Dato base;2018M03;4,52
13 Madrid, Comunidad de;Duración media de los viajes;Dato base;2018M02;4,67
13 Madrid, Comunidad de;Duración media de los viajes;Dato base;2018M01;6,62
13 Madrid, Comunidad de;Duración media de los viajes;Dato base;2017M12;6,34
13 Madrid, Comunidad de;Duración media de los viajes;Dato base;2017M11;5,41
13 Madrid, Comunidad de;Duración media de los viajes;Dato base;2017M10;5,42
13 Madrid, Comunidad de;Duración media de los viajes;Dato base;2017M09;6,00
13 Madrid, Comunidad de;Duración media de los viajes;Dato base;2017M08;7,27
13 Madrid, Comunidad de;Duración media de los viajes;Dato base;2017M07;6,99
13 Madrid, Comunidad de;Duración media de los viajes;Dato base;2017M06;7,27
13 Madrid, Comunidad de;Duración media de los viajes;Dato base;2017M05;5,84
13 Madrid, Comunidad de;Duración media de los viajes;Dato base;2017M04;5,30
13 Madrid, Comunidad de;Duración media de los viajes;Dato base;2017M03;4,85
13 Madrid, Comunidad de;Duración media de los viajes;Dato base;2017M02;5,16
13 Madrid, Comunidad de;Duración media de los viajes;Dato base;2017M01;6,35
13 Madrid, Comunidad de;Duración media de los viajes;Dato base;2016M12;5,78
13 Madrid, Comunidad de;Duración media de los viajes;Dato base;2016M11;5,38
13 Madrid, Comunidad de;Duración media de los viajes;Dato base;2016M10;6,14
13 Madrid, Comunidad de;Duración media de los viajes;Dato base;2016M09;5,85
13 Madrid, Comunidad de;Duración media de los viajes;Dato base;2016M08;7,25
13 Madrid, Comunidad de;Duración media de los viajes;Dato base;2016M07;8,33
13 Madrid, Comunidad de;Duración media de los viajes;Dato base;2016M06;7,94
13 Madrid, Comunidad de;Duración media de los viajes;Dato base;2016M05;5,58
13 Madrid, Comunidad de;Duración media de los viajes;Dato base;2016M04;5,22
13 Madrid, Comunidad de;Duración media de los viajes;Dato base;2016M03;6,24
13 Madrid, Comunidad de;Duración media de los viajes;Dato base;2016M02;5,46
13 Madrid, Comunidad de;Duración media de los viajes;Dato base;2016M01;7,00
13 Madrid, Comunidad de;Duración media de los viajes;Dato base;2015M12;5,62
13 Madrid, Comunidad de;Duración media de los viajes;Dato base;2015M11;5,64
13 Madrid, Comunidad de;Duración media de los viajes;Dato base;2015M10;5,23
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación anual;2020M12;46,99
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación anual;2020M11;25,63
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación anual;2020M10;27,77
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación anual;2020M09;23,10
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación anual;2020M08;8,59
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación anual;2020M07;14,44
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación anual;2020M06;-16,36
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación anual;2020M05;-100,00
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación anual;2020M04;-100,00
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación anual;2020M03;7,68
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación anual;2020M02;-7,41
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación anual;2020M01;-1,03
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación anual;2019M12;-1,23
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación anual;2019M11;-1,05
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación anual;2019M10;-11,33
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación anual;2019M09;8,61
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación anual;2019M08;-19,95
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación anual;2019M07;-2,95
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación anual;2019M06;-23,42
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación anual;2019M05;-3,66
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación anual;2019M04;-7,49
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación anual;2019M03;-8,36
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación anual;2019M02;15,09
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación anual;2019M01;1,28
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación anual;2018M12;-12,23
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación anual;2018M11;-8,69
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación anual;2018M10;-6,97
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación anual;2018M09;-19,55
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación anual;2018M08;-13,52
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación anual;2018M07;-16,23
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación anual;2018M06;-11,45
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación anual;2018M05;-13,30
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación anual;2018M04;-12,20
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación anual;2018M03;-6,62
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación anual;2018M02;-9,51
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación anual;2018M01;4,22
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación anual;2017M12;9,70
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación anual;2017M11;0,55
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación anual;2017M10;-11,78
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación anual;2017M09;2,56
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación anual;2017M08;0,31
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación anual;2017M07;-16,02
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación anual;2017M06;-8,46
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación anual;2017M05;4,51
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación anual;2017M04;1,41
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación anual;2017M03;-22,34
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación anual;2017M02;-5,51
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación anual;2017M01;-9,33
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación anual;2016M12;2,95
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación anual;2016M11;-4,66
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación anual;2016M10;17,55
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación anual;2016M09;4,10
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación anual;2016M08;20,01
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación anual;2016M07;26,31
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación anual;2016M06;13,77
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación anual;2016M05;-21,72
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación anual;2016M04;-23,79
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación anual;2016M03;-15,78
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación anual;2016M02;-21,93
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación anual;2016M01;-24,41
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación anual;2015M12;-41,82
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación anual;2015M11;-2,45
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación anual;2015M10;-9,06
13 Madrid, Comunidad de;Duración media de los viajes;Acumulado en lo que va de año;2020M12;5,74
13 Madrid, Comunidad de;Duración media de los viajes;Acumulado en lo que va de año;2020M11;5,67
13 Madrid, Comunidad de;Duración media de los viajes;Acumulado en lo que va de año;2020M10;5,66
13 Madrid, Comunidad de;Duración media de los viajes;Acumulado en lo que va de año;2020M09;5,66
13 Madrid, Comunidad de;Duración media de los viajes;Acumulado en lo que va de año;2020M08;5,63
13 Madrid, Comunidad de;Duración media de los viajes;Acumulado en lo que va de año;2020M07;5,64
13 Madrid, Comunidad de;Duración media de los viajes;Acumulado en lo que va de año;2020M06;5,59
13 Madrid, Comunidad de;Duración media de los viajes;Acumulado en lo que va de año;2020M05;5,62
13 Madrid, Comunidad de;Duración media de los viajes;Acumulado en lo que va de año;2020M04;5,62
13 Madrid, Comunidad de;Duración media de los viajes;Acumulado en lo que va de año;2020M03;5,62
13 Madrid, Comunidad de;Duración media de los viajes;Acumulado en lo que va de año;2020M02;5,87
13 Madrid, Comunidad de;Duración media de los viajes;Acumulado en lo que va de año;2020M01;6,63
13 Madrid, Comunidad de;Duración media de los viajes;Acumulado en lo que va de año;2019M12;5,05
13 Madrid, Comunidad de;Duración media de los viajes;Acumulado en lo que va de año;2019M11;5,02
13 Madrid, Comunidad de;Duración media de los viajes;Acumulado en lo que va de año;2019M10;5,03
13 Madrid, Comunidad de;Duración media de los viajes;Acumulado en lo que va de año;2019M09;5,11
13 Madrid, Comunidad de;Duración media de los viajes;Acumulado en lo que va de año;2019M08;5,09
13 Madrid, Comunidad de;Duración media de los viajes;Acumulado en lo que va de año;2019M07;5,10
13 Madrid, Comunidad de;Duración media de los viajes;Acumulado en lo que va de año;2019M06;5,00
13 Madrid, Comunidad de;Duración media de los viajes;Acumulado en lo que va de año;2019M05;5,02
13 Madrid, Comunidad de;Duración media de los viajes;Acumulado en lo que va de año;2019M04;5,06
13 Madrid, Comunidad de;Duración media de los viajes;Acumulado en lo que va de año;2019M03;5,34
13 Madrid, Comunidad de;Duración media de los viajes;Acumulado en lo que va de año;2019M02;6,09
13 Madrid, Comunidad de;Duración media de los viajes;Acumulado en lo que va de año;2019M01;6,70
13 Madrid, Comunidad de;Duración media de los viajes;Acumulado en lo que va de año;2018M12;5,35
13 Madrid, Comunidad de;Duración media de los viajes;Acumulado en lo que va de año;2018M11;5,33
13 Madrid, Comunidad de;Duración media de los viajes;Acumulado en lo que va de año;2018M10;5,37
13 Madrid, Comunidad de;Duración media de los viajes;Acumulado en lo que va de año;2018M09;5,41
13 Madrid, Comunidad de;Duración media de los viajes;Acumulado en lo que va de año;2018M08;5,50
13 Madrid, Comunidad de;Duración media de los viajes;Acumulado en lo que va de año;2018M07;5,40
13 Madrid, Comunidad de;Duración media de los viajes;Acumulado en lo que va de año;2018M06;5,32
13 Madrid, Comunidad de;Duración media de los viajes;Acumulado en lo que va de año;2018M05;5,09
13 Madrid, Comunidad de;Duración media de los viajes;Acumulado en lo que va de año;2018M04;5,10
13 Madrid, Comunidad de;Duración media de los viajes;Acumulado en lo que va de año;2018M03;5,28
13 Madrid, Comunidad de;Duración media de los viajes;Acumulado en lo que va de año;2018M02;5,69
13 Madrid, Comunidad de;Duración media de los viajes;Acumulado en lo que va de año;2018M01;6,62
13 Madrid, Comunidad de;Duración media de los viajes;Acumulado en lo que va de año;2017M12;6,02
13 Madrid, Comunidad de;Duración media de los viajes;Acumulado en lo que va de año;2017M11;6,00
13 Madrid, Comunidad de;Duración media de los viajes;Acumulado en lo que va de año;2017M10;6,05
13 Madrid, Comunidad de;Duración media de los viajes;Acumulado en lo que va de año;2017M09;6,13
13 Madrid, Comunidad de;Duración media de los viajes;Acumulado en lo que va de año;2017M08;6,15
13 Madrid, Comunidad de;Duración media de los viajes;Acumulado en lo que va de año;2017M07;6,00
13 Madrid, Comunidad de;Duración media de los viajes;Acumulado en lo que va de año;2017M06;5,82
13 Madrid, Comunidad de;Duración media de los viajes;Acumulado en lo que va de año;2017M05;5,51
13 Madrid, Comunidad de;Duración media de los viajes;Acumulado en lo que va de año;2017M04;5,41
13 Madrid, Comunidad de;Duración media de los viajes;Acumulado en lo que va de año;2017M03;5,46
13 Madrid, Comunidad de;Duración media de los viajes;Acumulado en lo que va de año;2017M02;5,78
13 Madrid, Comunidad de;Duración media de los viajes;Acumulado en lo que va de año;2017M01;6,35
13 Madrid, Comunidad de;Duración media de los viajes;Acumulado en lo que va de año;2016M12;6,33
13 Madrid, Comunidad de;Duración media de los viajes;Acumulado en lo que va de año;2016M11;6,38
13 Madrid, Comunidad de;Duración media de los viajes;Acumulado en lo que va de año;2016M10;6,47
